budget,homepage,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,vote_average,vote_count,movie_type,production_house,country,country _code
50000000,,9208,en,Broken Arrow,22.769108,09-Feb-96,150270147,108,Released,Prepare to Go Ballistic.,5.7,453,"Action, Adventure, Drama, Thriller",Twentieth Century Fox Film Corporation,United States of America,US
50000000,,11212,en,Baby's Day Out,21.312186,01-Jul-94,16671505,99,Released,No bib. No crib. No problem.,5.8,274,"Action, Adventure, Comedy, Family",Twentieth Century Fox Film Corporation,United States of America,US
50000000,,8920,en,Garfield,17.667826,10-Jun-04,200804534,80,Released,Get ready for frisky business.,5.2,820,"Animation, Comedy, Family",Twentieth Century Fox Film Corporation,United States of America,US
50000000,,109443,en,Anchorman 2: The Legend Continues,38.125008,18-Dec-13,173649015,119,Released,It's kind of a big deal,6,923,Comedy,Paramount Pictures,United States of America,US
50000000,,11863,en,Jade,8.189406,13-Oct-95,9851610,95,Released,Some fantasies go too far.,5.2,44,"Action, Thriller, Mystery, Romance",Paramount Pictures,United States of America,US
50000000,,10329,en,Congo,10.755847,09-Jun-95,152022101,109,Released,Where you are the endangered species.,5,213,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",Paramount Pictures,United States of America,US
50000000,,306,en,Beverly Hills Cop III,20.333953,24-May-94,119208989,104,Released,,5.5,434,"Action, Comedy, Crime",Paramount Pictures,United States of America,US
50000000,,6877,en,Failure to Launch,18.806031,10-Mar-06,88715192,97,Released,"To leave the nest, some men just need a little push.",5.5,399,Comedy,Paramount Pictures,United States of America,US
50000000,,1272,en,Sunshine,51.502884,05-Apr-07,32017803,107,Released,"If the sun dies, so do we.",7,1182,"Science Fiction, Thriller",DNA Films,United Kingdom,GB
50000000,,181283,en,Child 44,40.371098,15-Mar-15,3324330,137,Released,How do you find a killer who doesn’t exist?,6.1,547,"Crime, Thriller",Summit Entertainment,United Kingdom,GB
50000000,,8077,en,Alien³,45.856409,22-May-92,159773545,114,Released,The bitch is back.,6.2,1633,"Science Fiction, Action, Horror",Twentieth Century Fox Film Corporation,United Kingdom,GB
50000000,,9631,en,The Negotiator,28.725621,29-Jul-98,44547681,140,Released,He frees hostages for a living. Now he's taking hostages to survive.,6.8,582,"Action, Adventure, Crime, Drama, Mystery, Thriller",Regency Enterprises,Germany,DE
50000000,,10586,en,The Ghost and the Darkness,12.46525,11-Oct-96,75000000,109,Released,Prey For The Hunters,6.4,236,Adventure,Constellation Films,Germany,DE
50000000,,9919,en,How to Lose a Guy in 10 Days,23.854701,07-Feb-03,177371441,116,Released,One of them is lying. So is the other.,6.3,850,"Comedy, Romance",Paramount Pictures,Germany,DE
50000000,,11615,en,The Life of David Gale,22.442241,21-Feb-03,38955598,130,Released,The crime is clear. The truth is not.,7.3,480,"Drama, Thriller, Crime",Mikona Productions GmbH & Co. KG,Germany,DE
50000000,,69668,en,Dream House,19.267479,30-Sep-11,38502340,84,Released,"Once upon a time, there were two little girls who lived in a house.",5.8,391,"Drama, Thriller, Mystery",Cliffjack Motion Pictures,Canada,CA
50000000,,15268,en,Street Fighter: The Legend of Chun-Li,8.139676,27-Feb-09,12764201,97,Released,Some fight for power. Some fight for us.,3.9,112,"Action, Adventure, Science Fiction, Thriller",Twentieth Century Fox Film Corporation,Canada,CA
50000000,,225574,en,Non-Stop,83.295796,26-Jan-14,222809600,106,Released,The hijacking was just the beginning.,6.8,2268,"Action, Thriller, Mystery",StudioCanal,France,FR
50000000,,9691,en,Assassins,23.073933,06-Oct-95,30303072,132,Released,"In the shadows of life, In the business of death, One man found a reason to live...",6,387,"Action, Adventure, Crime, Thriller",Silver Pictures,France,FR
50000000,,6038,en,Shanghai Knights,16.251204,06-Feb-03,88323487,115,Released,A Royal Kick In The Arse.,6,692,"Action, Adventure, Comedy, Western",Spyglass Entertainment,Hong Kong,HK
50000000,,9923,en,Domino,18.394571,22-Sep-05,22944502,127,Released,Heads You Live... Tails You Die.,6,444,"Action, Crime",New Line Cinema,France,FR
50000000,,9676,en,The Black Dahlia,15.213484,15-Sep-06,49111202,121,Released,Inspired by the most notorious unsolved murder in California history.,5.7,287,Drama,Universal Pictures,France,FR
50000000,,9801,en,Bridget Jones: The Edge of Reason,28.803802,10-Nov-04,40203020,108,Released,Same Bridget. Brand new diary.,6.1,750,"Comedy, Romance",Miramax Films,France,FR
50000000,,12103,en,Don't Say a Word,11.596207,28-Sep-01,100020092,113,Released,...I'll never tell.,6,220,Thriller,Village Roadshow Pictures,Australia,AU
50000000,http://www.thirteenhoursmovie.com/,300671,en,13 Hours: The Secret Soldiers of Benghazi,42.526529,13-Jan-16,69411370,144,Released,"When everything went wrong, six men had the courage to do what was right.",7,938,"Action, Drama, History, Thriller, War",Paramount Pictures,Malta,MT
50000000,http://www.theboatthatrocked.net/,18947,en,The Boat That Rocked,31.02233,01-Apr-09,36348784,116,Released,On air. Off shore. Out of control.,7.2,666,"Drama, Comedy",Universal Pictures,Germany,DE
50000000,http://www.sonypictures.com/movies/theinternational/site/,4959,en,The International,13.391833,03-Feb-09,60161391,118,Released,Is your money making a killing?,6,368,"Drama, Thriller, Crime",Studio Babelsberg,Germany,DE
50000000,http://www.sonypictures.com/homevideo/silenthill/,588,en,Silent Hill,32.927994,21-Apr-06,97607453,125,Released,We've been expecting you.,6.3,1067,"Horror, Mystery",Silent Hill DCP Inc.,Canada,CA
50000000,http://www.parfum.film.de/,1427,en,Perfume: The Story of a Murderer,42.551902,13-Sep-06,132180323,147,Released,Based on the best-selling novel,7.1,1165,"Crime, Fantasy, Drama",Davis-Films,Spain,ES
50000000,http://www.olivertwistthemovie.co.uk/,257,en,Oliver Twist,20.415572,23-Sep-05,42093706,130,Released,,6.7,274,"Crime, Drama, Family",R.P. Productions,Czech Republic,CZ
50000000,http://www.exitwounds.net/,10877,en,Exit Wounds,12.601306,13-Mar-01,79958599,101,Released,This Is Gonna Hurt,5.3,110,"Action, Crime, Thriller",Village Roadshow Pictures,Canada,CA
50000000,http://www.bookoflifemovie.com/,228326,en,The Book of Life,34.890999,01-Oct-14,97437106,95,Released,,7.3,755,"Romance, Animation, Adventure, Comedy, Family, Fantasy",Twentieth Century Fox Film Corporation,Mexico,MX
50000000,http://dreddthemovie.com/,49049,en,Dredd,57.673932,07-Sep-12,41037742,95,Released,Judgement is coming,6.6,1940,"Action, Science Fiction",DNA Films,South Africa,ZA
50000000,http://www.hairspraymovie.com/,2976,en,Hairspray,31.160542,13-Jul-07,90450008,117,Released,"When you follow your own beat, the world will follow you.",6.5,709,"Family, Comedy, Music, Romance",New Line Cinema,United Kingdom,GB
50000000,http://knowing-themovie.com/,13811,en,Knowing,32.693093,19-Mar-09,155446362,121,Released,Knowing is everything...,5.9,1486,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",Summit Entertainment,United Kingdom,GB
50000000,http://hannibalrising.com/,1248,en,Hannibal Rising,6.567065,06-Feb-07,82169884,121,Released,It started with revenge.,6,654,"Crime, Drama, Thriller",Ingenious Film Partners,United Kingdom,GB
50000000,http://www.zoolander.com/,329833,en,Zoolander 2,37.253774,06-Feb-16,55969000,100,Released,Long time no Z,4.7,797,Comedy,Scott Rudin Productions,United States of America,US
50000000,http://www.weboughtazoo.com/,74465,en,We Bought a Zoo,38.629763,22-Dec-11,120081841,124,Released,A True Zoo Story,6.5,909,"Drama, Comedy, Family",Twentieth Century Fox Film Corporation,United States of America,US
50000000,http://www.warnerbros.com/dukes-hazzard/index_splash,6519,en,The Dukes of Hazzard,15.98212,05-Aug-05,110803676,104,Released,Cousins. Outlaws. Thrillbillies.,5.1,316,"Action, Adventure, Comedy",Village Roadshow Pictures,United States of America,US
50000000,http://www.twilightthemovie.com/,18239,en,The Twilight Saga: New Moon,94.815867,15-Mar-09,709827462,130,Released,The Next Chapter Begins.,5.6,2436,"Adventure, Fantasy, Drama, Romance",Summit Entertainment,United States of America,US
50000000,http://www.theofficialjohncarpenter.com/escape-from-la/,10061,en,Escape from L.A.,21.637234,09-Aug-96,42277365,97,Released,Snake Is Back.,5.6,373,"Action, Adventure, Science Fiction, Thriller",Paramount Pictures,United States of America,US
50000000,http://www.themarmadukemovie.com/,38579,en,Marmaduke,12.25622,04-Jun-10,83761844,87,Released,Live Large,5,149,"Family, Comedy",Twentieth Century Fox Film Corporation,United States of America,US
50000000,http://www.theantbully.com,9906,en,The Ant Bully,20.239061,27-Jul-06,55181129,88,Released,The battle for the lawn is on.,5.5,366,"Fantasy, Adventure, Animation, Comedy, Family",Playtone,United States of America,US
50000000,http://www.super8-movie.com/,37686,en,Super 8,37.069253,08-Jun-11,260095987,112,Released,It Arrives.,6.6,2435,"Thriller, Science Fiction, Mystery",Paramount Pictures,United States of America,US
50000000,http://www.sonypictures.com/movies/underworldawakening/,834,en,Underworld: Evolution,49.020045,12-Jan-06,111340801,106,Released,"My God. Brother, what have you done?",6.4,1528,"Fantasy, Action, Science Fiction, Thriller",Lakeshore Entertainment,United States of America,US
50000000,http://www.miramax.com/shallwedance/,4380,en,Shall We Dance?,14.231899,15-Oct-04,170128460,107,Released,Step out of the ordinary,5.9,297,"Drama, Romance, Comedy",Miramax Films,United States of America,US
50000000,http://www.miramax.com/movie/the-adventures-of-sharkboy-and-lavagirl/,14199,en,The Adventures of Sharkboy and Lavagirl,12.31101,10-Jun-05,69425966,92,Released,Smaller heroes. Just as super.,4.4,269,"Adventure, Family, Science Fiction",Troublemaker Studios,United States of America,US
50000000,http://www.hanselandgretelmovie.com/,60304,en,Hansel & Gretel: Witch Hunters,53.02787,17-Jan-13,224803475,88,Released,Classic tale. New twist.,5.7,3239,"Fantasy, Horror, Action",Paramount Pictures,United States of America,US
50000000,http://www.findnumberfour.com/,46529,en,I Am Number Four,43.450266,18-Feb-11,144492830,109,Released,Three like him have already been killed…he is Number Four.,5.9,1567,"Action, Thriller, Science Fiction, Adventure",DreamWorks SKG,United States of America,US
50000000,http://www.driveangry3d.com/,47327,en,Drive Angry,30.387148,24-Feb-11,28931401,105,Released,One hell of a ride.,5.3,600,"Fantasy, Thriller, Action, Crime",Summit Entertainment,United States of America,US
50000000,http://www.centralintelligencemovie.com/,302699,en,Central Intelligence,45.318703,15-Jun-16,216972543,107,Released,Saving the world takes a little Hart and a big Johnson,6.2,1650,"Action, Comedy",New Line Cinema,United States of America,US
50000000,http://www.22jumpstreetmovie.com,187017,en,22 Jump Street,52.380982,05-Jun-14,188441614,112,Released,They're not 21 anymore,7,3319,"Crime, Comedy, Action",Columbia Pictures,United States of America,US
50000000,http://syrianamovie.warnerbros.com/,231,en,Syriana,16.871194,23-Nov-05,94000000,128,Released,Everything is connected.,6.3,451,"Drama, Thriller",Section Eight,United States of America,US
50000000,http://stxmovies.com/freestateofjones/,316152,en,Free State of Jones,21.589393,24-Jun-16,25035950,139,Released,Based on the incredible true story.,6.6,428,"War, Action, Drama, History, Thriller",Larger Than Life Productions,United States of America,US
50000000,http://movies.disney.com/the-shaggy-dog-2006,10067,en,The Shaggy Dog,4.280619,09-Mar-06,61112916,98,Released,It's going to be a ruff day.,4.5,137,"Comedy, Family",Walt Disney Pictures,United States of America,US
50000000,http://movies.disney.com/into-the-woods/,224141,en,Into the Woods,65.90161,25-Dec-14,212902372,125,Released,Be careful what you wish for...,5.6,1652,"Fantasy, Comedy, Music",Walt Disney Pictures,United States of America,US
50000000,http://hereafter.warnerbros.com/,44603,en,Hereafter,13.365715,15-Oct-10,105197635,129,Released,Touched by death. Changed by life.,5.8,510,"Drama, Fantasy",Amblin Entertainment,United States of America,US
50000000,http://gamerthemovie.com,18501,en,Gamer,27.631262,03-Sep-09,40828540,95,Released,"In the near future, you don't live to play... you'll play to live.",5.6,760,"Action, Thriller, Science Fiction",Lakeshore Entertainment,United States of America,US
50000000,http://escapeplanmovie.com/,107846,en,Escape Plan,44.478043,09-Oct-13,122915111,115,Released,No one breaks out alone.,6.7,1659,"Action, Thriller",Summit Entertainment,United States of America,US
50000000,http://daddyshomemovie.tumblr.com/,274167,en,Daddy's Home,38.616744,25-Dec-15,242786137,96,Released,Choose your Daddy,5.8,854,Comedy,Paramount Pictures,United States of America,US
50000000,http://crazystupidlove.warnerbros.com/index.html,50646,en,"Crazy, Stupid, Love.",37.990705,29-Jul-11,142851197,118,Released,This Is Stupid,7,2443,"Comedy, Drama, Romance",Warner Bros.,United States of America,US
50000000,http://www.moneyball-movie.com/,60308,en,Moneyball,46.180421,22-Sep-11,110206216,133,Released,What are you really worth?,7,1381,Drama,Columbia Pictures,United States of America,US
50000000,http://thejudgemovie.com/,205587,en,The Judge,42.472324,08-Oct-14,83719388,141,Released,Defend your Honor.,7.2,1417,Drama,Village Roadshow Pictures,United States of America,US
50000000,http://www.tedisreal.com/,72105,en,Ted,68.87691,29-Jun-12,549368315,106,Released,Ted is coming.,6.3,4697,"Comedy, Fantasy",Universal Pictures,United States of America,US
50000000,http://www.americanreunionmovie.com/,71552,en,American Reunion,39.920035,04-Apr-12,234989584,113,Released,Save the best piece for last.,6.1,1611,Comedy,Universal Pictures,United States of America,US
49900000,http://www.yourhighnessmovie.net/,38319,en,Your Highness,21.408222,08-Apr-11,26121638,102,Released,Get your quest on.,5.2,501,Comedy,Universal Pictures,United States of America,US
49000000,,10796,en,The One,21.746245,02-Nov-01,72700000,87,Released,Stealing the power of the universes one by one.,5.7,437,"Action, Science Fiction, Thriller",Columbia Pictures,United States of America,US
49000000,,9548,en,The Adventures of Ford Fairlane,2.808428,11-Jul-90,20423389,104,Released,Kojak. Columbo. Dirty Harry. Wimps.,6.2,71,"Action, Comedy, Thriller, Crime, Mystery",Twentieth Century Fox Film Corporation,United States of America,US
49000000,http://www.chappie-movie.com,198184,en,Chappie,116.700319,04-Mar-15,104399548,120,Released,I am consciousness. I am alive. I am Chappie.,6.6,3062,"Crime, Action, Science Fiction",Columbia Pictures,Mexico,MX
48000000,,8367,en,Robin Hood: Prince of Thieves,28.803729,14-Jun-91,390493908,143,Released,"For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law.",6.6,909,Adventure,Warner Bros.,United States of America,US
48000000,,913,en,The Thomas Crown Affair,18.102572,06-Aug-99,124305181,113,Released,How do you get the man who has everything?,6.6,339,"Drama, Crime, Romance",Irish Dreamtime,United States of America,US
48000000,,11091,en,Riding in Cars with Boys,7.226115,19-Oct-01,35743308,132,Released,One day can make your life; one day can ruin your life. All life is is four or five big days that change everything.,6.5,103,"Comedy, Drama, Romance",Columbia Pictures,United States of America,US
48000000,,4256,en,Scary Movie 3,36.585509,24-Oct-03,220673217,84,Released,Great trilogies come in threes.,5.8,912,Comedy,Dimension Films,United States of America,US
